"","Timing","Event","event_type","H_A","added_time","match_date","event_player","match_id"
"408",75,"JAY SPEARING (BLACKPOOL) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"10-04-2018","NONE",5
"409",74,"GOAL!  BLACKPOOL 3, NORTHAMPTON TOWN 0. JIMMY RYAN (BLACKPOOL) FROM A FREE KICK WITH A RIGHT FOOTED SHOT TO THE TOP RIGHT CORNER.","GOAL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"410",73,"DAVID BUCHANAN (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"10-04-2018","DAVID BUCHANAN",5
"411",73,"VIV SOLOMON-OTABOR (BLACKPOOL) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"10-04-2018","NONE",5
"412",73,"FOUL BY DAVID BUCHANAN (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","DAVID BUCHANAN",5
"413",72,"MATT GRIMES (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"10-04-2018","MATT GRIMES",5
"414",72,"FOUL BY ARMAND GNANDUILLET (BLACKPOOL).","FOUL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"415",70,"SUBSTITUTION, NORTHAMPTON TOWN. DANIEL POWELL REPLACES CHRIS LONG.","SUBSTITUTION COBBLERS","AWAY",0,"10-04-2018","NONE",5
"416",70,"SUBSTITUTION, NORTHAMPTON TOWN. JACK BRIDGE REPLACES SAM FOLEY.","SUBSTITUTION COBBLERS","AWAY",0,"10-04-2018","NONE",5
"417",69,"ATTEMPT SAVED. SAM HOSKINS (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","AWAY",0,"10-04-2018","SAM HOSKINS",5
"418",66,"FOUL BY SHAUN MCWILLIAMS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","SHAUN MCWILLIAMS",5
"419",66,"VIV SOLOMON-OTABOR (BLACKPOOL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"10-04-2018","NONE",5
"420",65,"LEON BARNETT (NORTHAMPTON TOWN) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK COBBLERS","AWAY",0,"10-04-2018","LEON BARNETT",5
"421",65,"FOUL BY SEAN LONGSTAFF (BLACKPOOL).","FOUL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"422",64,"CLARK ROBERTSON (BLACKPOOL) HITS THE RIGHT POST WITH A LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"423",63,"LEON BARNETT (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"10-04-2018","LEON BARNETT",5
"424",63,"ARMAND GNANDUILLET (BLACKPOOL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"10-04-2018","NONE",5
"425",63,"FOUL BY LEON BARNETT (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","LEON BARNETT",5
"426",62,"GOAL!  BLACKPOOL 2, NORTHAMPTON TOWN 0. SEAN LONGSTAFF (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX TO THE BOTTOM RIGHT CORNER. ASSISTED BY VIV SOLOMON-OTABOR.","GOAL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"427",60,"ATTEMPT MISSED. ARMAND GNANDUILLET (BLACKPOOL) HEADER FROM THE RIGHT SIDE OF THE BOX MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"428",58,"ARMAND GNANDUILLET (BLACKPOOL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"10-04-2018","NONE",5
"429",58,"FOUL BY LEON BARNETT (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","LEON BARNETT",5
"430",57,"ATTEMPT MISSED. COLIN DANIEL (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"431",56,"SUBSTITUTION, NORTHAMPTON TOWN. SHAUN MCWILLIAMS REPLACES SHAY FACEY.","SUBSTITUTION COBBLERS","AWAY",0,"10-04-2018","NONE",5
"432",55,"ATTEMPT MISSED. ARMAND GNANDUILLET (BLACKPOOL) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX MISSES TO THE LEFT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"433",54,"ATTEMPT SAVED. VIV SOLOMON-OTABOR (BLACKPOOL) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"434",51,"ATTEMPT MISSED. CLARK ROBERTSON (BLACKPOOL) HEADER FROM THE RIGHT SIDE OF THE SIX YARD BOX MISSES TO THE LEFT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"435",50,"CORNER,  BLACKPOOL. CONCEDED BY SAM FOLEY.","CORNER OPPOSITION","AWAY",0,"10-04-2018","SAM FOLEY",5
"436",48,"ATTEMPT MISSED. VIV SOLOMON-OTABOR (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"437",47,"ATTEMPT SAVED. NATHAN DELFOUNESO (BLACKPOOL) RIGHT FOOTED SHOT FROM THE RIGHT SIDE OF THE SIX YARD BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"438",47,"ARMAND GNANDUILLET (BLACKPOOL) HITS THE BAR WITH A HEADER FROM THE CENTRE OF THE BOX.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"439",45,"SECOND HALF BEGINS BLACKPOOL 1, NORTHAMPTON TOWN 0.","NONE","AWAY",0,"10-04-2018","NONE",5
"440",45,"FIRST HALF ENDS, BLACKPOOL 1, NORTHAMPTON TOWN 0.","NONE","AWAY",2,"10-04-2018","NONE",5
"441",43,"COLIN DANIEL (BLACKPOOL) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","AWAY",0,"10-04-2018","NONE",5
"442",43,"FOUL BY KEVIN VAN VEEN (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","KEVIN VAN VEEN",5
"443",42,"GOAL!  BLACKPOOL 1, NORTHAMPTON TOWN 0. ARMAND GNANDUILLET (BLACKPOOL) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX TO THE CENTRE OF THE GOAL. ASSISTED BY JIMMY RYAN.","GOAL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"444",41,"CORNER,  BLACKPOOL. CONCEDED BY REGAN POOLE.","CORNER OPPOSITION","AWAY",0,"10-04-2018","REGAN POOLE",5
"445",41,"ATTEMPT BLOCKED. CHRIS LONG (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","AWAY",0,"10-04-2018","CHRIS LONG",5
"446",40,"CORNER,  BLACKPOOL. CONCEDED BY DAVID BUCHANAN.","CORNER OPPOSITION","AWAY",0,"10-04-2018","DAVID BUCHANAN",5
"447",40,"ATTEMPT BLOCKED. ARMAND GNANDUILLET (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"448",38,"JIMMY RYAN (BLACKPOOL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"10-04-2018","NONE",5
"449",38,"FOUL BY MATT GRIMES (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","MATT GRIMES",5
"450",38,"ATTEMPT MISSED. ARMAND GNANDUILLET (BLACKPOOL) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX IS TOO HIGH.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"451",37,"FOUL BY SAM FOLEY (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","SAM FOLEY",5
"452",37,"JIMMY RYAN (BLACKPOOL) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","AWAY",0,"10-04-2018","NONE",5
"453",36,"JOHN-JOE O'TOOLE (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"10-04-2018","JOHN-JOE O'TOOLE",5
"454",36,"FOUL BY ARMAND GNANDUILLET (BLACKPOOL).","FOUL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"455",34,"ATTEMPT SAVED. CHRIS LONG (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE TOP CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","AWAY",0,"10-04-2018","CHRIS LONG",5
"456",34,"ATTEMPT BLOCKED. VIV SOLOMON-OTABOR (BLACKPOOL) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"457",33,"ATTEMPT BLOCKED. NATHAN DELFOUNESO (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"458",33,"ATTEMPT BLOCKED. VIV SOLOMON-OTABOR (BLACKPOOL) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"459",30,"FOUL BY SAM FOLEY (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","SAM FOLEY",5
"460",30,"CURTIS TILT (BLACKPOOL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"10-04-2018","NONE",5
"461",30,"ATTEMPT MISSED. SEAN LONGSTAFF (BLACKPOOL) LEFT FOOTED SHOT FROM OUTSIDE THE BOX MISSES TO THE LEFT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"462",28,"FOUL BY COLIN DANIEL (BLACKPOOL).","FOUL OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"463",28,"SAM HOSKINS (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"10-04-2018","SAM HOSKINS",5
"464",25,"CORNER,  BLACKPOOL. CONCEDED BY SHAY FACEY.","CORNER OPPOSITION","AWAY",0,"10-04-2018","SHAY FACEY",5
"465",23,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY COLIN DANIEL.","CORNER COBBLERS","AWAY",0,"10-04-2018","NONE",5
"466",21,"ATTEMPT MISSED. REGAN POOLE (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX MISSES TO THE LEFT.","GOAL ATTEMPT COBBLERS","AWAY",0,"10-04-2018","REGAN POOLE",5
"467",21,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY JOE LUMLEY.","CORNER COBBLERS","AWAY",0,"10-04-2018","NONE",5
"468",21,"ATTEMPT SAVED. KEVIN VAN VEEN (NORTHAMPTON TOWN) HEADER FROM THE CENTRE OF THE BOX IS SAVED IN THE TOP LEFT CORNER.","GOAL ATTEMPT COBBLERS","AWAY",0,"10-04-2018","KEVIN VAN VEEN",5
"469",19,"ATTEMPT SAVED. SAM FOLEY (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","AWAY",0,"10-04-2018","SAM FOLEY",5
"470",15,"ATTEMPT BLOCKED. SEAN LONGSTAFF (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"471",12,"COLIN DANIEL (BLACKPOOL) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","AWAY",0,"10-04-2018","NONE",5
"472",12,"FOUL BY KEVIN VAN VEEN (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"10-04-2018","KEVIN VAN VEEN",5
"473",11,"ATTEMPT SAVED. JIMMY RYAN (BLACKPOOL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"474",8,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY OLIVER TURTON.","CORNER COBBLERS","AWAY",0,"10-04-2018","NONE",5
"475",6,"CORNER,  BLACKPOOL. CONCEDED BY RICHARD O'DONNELL.","CORNER OPPOSITION","AWAY",0,"10-04-2018","RICHARD O'DONNELL",5
"476",6,"ATTEMPT SAVED. VIV SOLOMON-OTABOR (BLACKPOOL) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS SAVED IN THE BOTTOM RIGHT CORNER.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"477",1,"ATTEMPT SAVED. ARMAND GNANDUILLET (BLACKPOOL) HEADER FROM THE CENTRE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"10-04-2018","NONE",5
"478",0,"FIRST HALF BEGINS.","NONE","AWAY",0,"10-04-2018","NONE",5
"479",0,"THIS MATCH HAS BEEN POSTPONED TO PLAY AT A LATER DATE.","NONE","AWAY",0,"10-04-2018","NONE",5
"480",NA,"LINEUPS ARE ANNOUNCED AND PLAYERS ARE WARMING UP.","NONE","AWAY",0,"10-04-2018","NONE",5
"481",0,"MATCH ENDS, PETERBOROUGH UNITED 2, NORTHAMPTON TOWN 0.","NONE","AWAY",0,"02-04-2018","NONE",6
"482",90,"SECOND HALF ENDS, PETERBOROUGH UNITED 2, NORTHAMPTON TOWN 0.","NONE","AWAY",6,"02-04-2018","NONE",6
"483",90,"SHAY FACEY (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",5,"02-04-2018","SHAY FACEY",6
"484",90,"FOUL BY MICHAEL DOUGHTY (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",5,"02-04-2018","NONE",6
"485",90,"SUBSTITUTION, PETERBOROUGH UNITED. MICHAEL DOUGHTY REPLACES CHRIS FORRESTER.","SUBSTITUTION OPPOSITION","AWAY",3,"02-04-2018","NONE",6
"486",90,"SHAY FACEY (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD.","YELLOW CARD COBBLERS","AWAY",3,"02-04-2018","SHAY FACEY",6
"487",90,"FOUL BY SHAY FACEY (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",3,"02-04-2018","SHAY FACEY",6
"488",90,"JOE WARD (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",3,"02-04-2018","NONE",6
"489",90,"ATTEMPT BLOCKED. JUNIOR MORIAS (PETERBOROUGH UNITED) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"490",88,"SUBSTITUTION, PETERBOROUGH UNITED. JUNIOR MORIAS REPLACES MARCUS MADDISON.","SUBSTITUTION OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"491",88,"ATTEMPT MISSED. MARCUS MADDISON (PETERBOROUGH UNITED) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"492",87,"SUBSTITUTION, NORTHAMPTON TOWN. JOE BUNNEY REPLACES MATT CROOKS.","SUBSTITUTION COBBLERS","AWAY",0,"02-04-2018","NONE",6
"493",85,"KEVIN VAN VEEN (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"02-04-2018","KEVIN VAN VEEN",6
"494",85,"FOUL BY KEVIN VAN VEEN (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","KEVIN VAN VEEN",6
"495",85,"ANDREW HUGHES (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"496",85,"FOUL BY CHRIS FORRESTER (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"497",85,"JORDAN TURNBULL (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"02-04-2018","JORDAN TURNBULL",6
"498",83,"ATTEMPT MISSED. JACK MARRIOTT (PETERBOROUGH UNITED) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX MISSES TO THE LEFT FOLLOWING A SET PIECE SITUATION.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"499",82,"CORNER,  PETERBOROUGH UNITED. CONCEDED BY SHAY FACEY.","CORNER OPPOSITION","AWAY",0,"02-04-2018","SHAY FACEY",6
"500",81,"CORNER,  PETERBOROUGH UNITED. CONCEDED BY SHAY FACEY.","CORNER OPPOSITION","AWAY",0,"02-04-2018","SHAY FACEY",6
"501",80,"ATTEMPT MISSED. GEORGE COOPER (PETERBOROUGH UNITED) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX MISSES TO THE LEFT FROM A DIRECT FREE KICK.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"502",79,"ASH TAYLOR (NORTHAMPTON TOWN) IS SHOWN THE RED CARD.","RED CARD COBBLERS","AWAY",0,"02-04-2018","ASH TAYLOR",6
"503",79,"FOUL BY ASH TAYLOR (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","ASH TAYLOR",6
"504",79,"JACK MARRIOTT (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"505",78,"MATT CROOKS (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"02-04-2018","MATT CROOKS",6
"506",77,"CHRIS FORRESTER (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"507",77,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","MATT CROOKS",6
"508",76,"SUBSTITUTION, PETERBOROUGH UNITED. GEORGE COOPER REPLACES GWION EDWARDS.","SUBSTITUTION OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"509",76,"JACK BALDWIN (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"510",76,"FOUL BY KEVIN VAN VEEN (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","KEVIN VAN VEEN",6
"511",74,"SUBSTITUTION, NORTHAMPTON TOWN. GBOLY ARIYIBI REPLACES SAM FOLEY.","SUBSTITUTION COBBLERS","AWAY",0,"02-04-2018","NONE",6
"512",72,"CORNER,  PETERBOROUGH UNITED. CONCEDED BY SAM HOSKINS.","CORNER OPPOSITION","AWAY",0,"02-04-2018","SAM HOSKINS",6
"513",71,"MATT GRIMES (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"02-04-2018","MATT GRIMES",6
"514",70,"MARCUS MADDISON (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"515",70,"FOUL BY MATT GRIMES (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","MATT GRIMES",6
"516",69,"SAM FOLEY (NORTHAMPTON TOWN) HITS THE LEFT POST WITH A RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE SIX YARD BOX.","GOAL ATTEMPT COBBLERS","AWAY",0,"02-04-2018","SAM FOLEY",6
"517",63,"SAM HOSKINS (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","AWAY",0,"02-04-2018","SAM HOSKINS",6
"518",63,"FOUL BY LEONARDO DA SILVA LOPES (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"519",62,"DELAY OVER. THEY ARE READY TO CONTINUE.","NONE","AWAY",0,"02-04-2018","NONE",6
"520",61,"ATTEMPT SAVED. GWION EDWARDS (PETERBOROUGH UNITED) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"521",60,"MARCUS MADDISON (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"522",60,"FOUL BY JORDAN TURNBULL (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","JORDAN TURNBULL",6
"523",60,"ATTEMPT BLOCKED. CHRIS LONG (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","AWAY",0,"02-04-2018","CHRIS LONG",6
"524",58,"ATTEMPT MISSED. JACK BALDWIN (PETERBOROUGH UNITED) HEADER FROM THE CENTRE OF THE BOX IS TOO HIGH FOLLOWING A SET PIECE SITUATION.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"525",58,"LEONARDO DA SILVA LOPES (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"02-04-2018","NONE",6
"526",58,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","MATT CROOKS",6
"527",57,"FOUL BY STEVEN TAYLOR (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"528",57,"MATT GRIMES (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"02-04-2018","MATT GRIMES",6
"529",56,"SUBSTITUTION, NORTHAMPTON TOWN. KEVIN VAN VEEN REPLACES DANIEL POWELL.","SUBSTITUTION COBBLERS","AWAY",0,"02-04-2018","NONE",6
"530",52,"FOUL BY JACK BALDWIN (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"531",52,"SAM HOSKINS (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"02-04-2018","SAM HOSKINS",6
"532",50,"CHRIS FORRESTER (PETERBOROUGH UNITED) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"02-04-2018","NONE",6
"533",50,"FOUL BY DANIEL POWELL (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","DANIEL POWELL",6
"534",47,"MARCUS MADDISON (PETERBOROUGH UNITED) IS SHOWN THE YELLOW CARD.","YELLOW CARD OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"535",45,"SECOND HALF BEGINS PETERBOROUGH UNITED 2, NORTHAMPTON TOWN 0.","NONE","AWAY",0,"02-04-2018","NONE",6
"536",45,"FIRST HALF ENDS, PETERBOROUGH UNITED 2, NORTHAMPTON TOWN 0.","NONE","AWAY",4,"02-04-2018","NONE",6
"537",45,"ATTEMPT MISSED. SAM FOLEY (NORTHAMPTON TOWN) HEADER FROM THE CENTRE OF THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT COBBLERS","AWAY",3,"02-04-2018","SAM FOLEY",6
"538",45,"SAM HOSKINS (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",1,"02-04-2018","SAM HOSKINS",6
"539",45,"GWION EDWARDS (PETERBOROUGH UNITED) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",1,"02-04-2018","NONE",6
"540",45,"FOUL BY SAM HOSKINS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",1,"02-04-2018","SAM HOSKINS",6
"541",45,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"02-04-2018","MATT CROOKS",6
"542",45,"GWION EDWARDS (PETERBOROUGH UNITED) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","AWAY",0,"02-04-2018","NONE",6
"543",44,"SAM HOSKINS (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"02-04-2018","SAM HOSKINS",6
"544",44,"FOUL BY JACK MARRIOTT (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"545",44,"ATTEMPT BLOCKED. JACK MARRIOTT (PETERBOROUGH UNITED) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"02-04-2018","NONE",6
"546",43,"ATTEMPT SAVED. MATT CROOKS (NORTHAMPTON TOWN) HEADER FROM THE CENTRE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","AWAY",0,"02-04-2018","MATT CROOKS",6
"547",43,"MATT GRIMES (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"02-04-2018","MATT GRIMES",6
"548",43,"FOUL BY CHRIS FORRESTER (PETERBOROUGH UNITED).","FOUL OPPOSITION","AWAY",0,"02-04-2018","NONE",6
